<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test room aerosol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:59:47	0,3	0,3	0,2	0,3	0,3	0,2
14.08.2025 14:59:53	53,3	0,1	0,1	133,1	57,3	0,6
14.08.2025 14:59:59	4,3	0,6	0,3	924,5	36,8	0,6
14.08.2025 15:00:05	3,3	0,8	0,2	3,5	3,5	2,6
14.08.2025 15:00:11	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 15:00:17	0,4	0,4	0,3	0,4	0,4	0,4
14.08.2025 15:00:23	48,2	1,2	0,4	1951,3	157,7	4,6
14.08.2025 15:00:29	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 15:00:35	7,6	0,3	0,3	784,4	41,8	0,3
14.08.2025 15:00:41	20,3	0,7	0,2	510,7	58,2	4,3
14.08.2025 15:00:47	1,3	0,9	0,2	1,4	1,4	1,3
14.08.2025 15:00:53	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 15:00:59	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:05	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:11	12,4	1,0	0,4	645,9	48,3	1,5
14.08.2025 15:01:17	0,6	0,6	0,2	0,6	0,6	0,6
14.08.2025 15:01:23	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:01:29	24,8	0,2	0,2	661,1	62,6	3,1
14.08.2025 15:01:35	1,3	0,8	0,2	1,4	1,4	1,3
14.08.2025 15:01:41	43,9	0,2	0,1	62,4	50,4	4,7
14.08.2025 15:01:47	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:01:53	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:01:59	16,9	0,8	0,1	20,1	19,1	5,4
14.08.2025 15:02:05	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:02:11	4,1	0,4	0,3	924,2	36,6	0,4
14.08.2025 15:02:17	6,3	0,7	0,2	6,9	6,9	3,5
14.08.2025 15:02:23	49,0	0,7	0,2	411,1	92,7	2,5
14.08.2025 15:02:29	41,1	0,1	0,1	690,0	81,5	1,9
14.08.2025 15:02:35	5,8	0,3	0,2	6,4	6,4	3,0
14.08.2025 15:02:41	14,8	0,2	0,2	504,8	52,3	0,3
14.08.2025 15:02:47	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 15:02:53	14,0	0,4	0,2	17,0	16,0	3,2
14.08.2025 15:02:59	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 15:03:05	0,6	0,6	0,2	0,6	0,6	0,6
14.08.2025 15:03:11	1,1	0,6	0,1	1,2	1,2	1,1
