<Header>
User name: 
Location: airlock
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: ug/m3
C-factor: 1,00
Comment: test room aersol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:49:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:49:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:32	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:50:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:44	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:50:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:50:56	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:51:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:08	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:51:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:32	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:51:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:51:56	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:52:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:52:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:53:44	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:53:50	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:53:56	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:54:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:55:02	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:55:08	0,1	0,1	0,1	0,1	0,1	0,1
