<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test run 1. background, 2. aircleaner, 3. leakage
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
31.07.2025 16:43:33	2,3	2,1	1,5	2,3	2,3	2,2
31.07.2025 16:44:33	1,8	1,7	1,4	1,8	1,8	1,7
31.07.2025 16:45:33	2,0	1,8	1,4	2,0	2,0	1,9
31.07.2025 16:46:33	1,8	1,7	1,4	1,8	1,8	1,7
31.07.2025 16:47:33	2,0	1,9	1,4	2,0	2,0	2,0
31.07.2025 16:48:33	2,2	1,8	1,4	2,2	2,2	2,0
31.07.2025 16:49:33	2,4	2,2	1,5	2,4	2,4	2,2
31.07.2025 16:50:33	2,0	1,8	1,4	2,0	2,0	1,8
31.07.2025 16:51:33	1,8	1,7	1,4	1,8	1,8	1,7
31.07.2025 16:52:33	2,0	1,9	1,4	2,0	2,0	2,0
31.07.2025 16:53:33	1,7	1,6	1,4	1,7	1,7	1,7
31.07.2025 16:54:33	1,7	1,6	1,4	1,7	1,7	1,6
31.07.2025 16:55:33	1,7	1,6	1,4	1,7	1,7	1,6
31.07.2025 16:56:33	1,8	1,7	1,4	1,8	1,8	1,8
31.07.2025 16:57:33	1,7	1,6	1,4	1,7	1,7	1,6
31.07.2025 16:58:33	1,7	1,7	1,4	1,7	1,7	1,7
31.07.2025 16:59:33	2,1	2,0	1,5	2,1	2,1	2,1
31.07.2025 17:00:33	2,1	1,7	1,4	2,1	2,0	1,8
31.07.2025 17:01:33	2,2	1,8	1,5	2,2	2,2	1,9
31.07.2025 17:02:33	1,9	1,8	1,4	1,9	1,9	1,8
31.07.2025 17:03:33	2,1	2,0	1,4	2,1	2,1	2,0
31.07.2025 17:04:33	1,9	1,8	1,4	1,9	1,9	1,9
31.07.2025 17:05:33	2,1	2,0	1,4	2,1	2,1	2,0
31.07.2025 17:06:33	1,9	1,8	1,4	1,9	1,9	1,8
31.07.2025 17:07:33	1,8	1,7	1,4	1,8	1,8	1,8
31.07.2025 17:08:33	1,9	1,7	1,4	1,9	1,9	1,8
31.07.2025 17:09:33	1,8	1,8	1,4	1,8	1,8	1,8
31.07.2025 17:10:33	2,1	1,9	1,4	2,1	2,1	2,0
31.07.2025 17:11:33	1,6	1,6	1,4	1,6	1,6	1,6
31.07.2025 17:12:33	1,8	1,8	1,4	1,8	1,8	1,8
31.07.2025 17:13:33	1,9	1,8	1,4	1,9	1,9	1,8
31.07.2025 17:14:33	2,0	1,8	1,4	2,0	2,0	1,9
31.07.2025 17:15:33	1,9	1,7	1,4	1,9	1,9	1,8
31.07.2025 17:16:33	1,9	1,7	1,4	1,9	1,9	1,8
31.07.2025 17:17:33	1,8	1,6	1,4	1,8	1,8	1,7
