Datensatz 1:Zeit(s),Datensatz 1:Force 1(N),Datensatz 1:Respiration Rate 1(bpm),Datensatz 1:Force 2(N),Datensatz 1:Respiration Rate 2(bpm)
50.5,15.135108947753906,,11.535964965820312,
50.600000000000001,15.012474060058594,,11.515525817871094,
50.700000000000003,14.81573486328125,,10.909988403320312,
50.799999999999997,14.514244079589844,,10.350440979003906,
50.899999999999999,14.325172424316406,,9.8598861694335938,
51,14.225532531738281,,9.3080062866210938,
51.100000000000001,14.07989501953125,,8.9068679809570312,
51.200000000000003,13.732414245605469,,8.4801864624023438,
51.299999999999997,13.3619384765625,,8.1965789794921875,
51.399999999999999,13.165206909179688,,8.0943756103515625,
51.5,13.017013549804688,,8.0662765502929688,
51.600000000000001,12.871383666992188,,8.0764923095703125,
51.700000000000003,12.746185302734375,,8.0381698608398438,
51.799999999999997,12.689971923828125,,7.9461898803710938,
51.899999999999999,12.539230346679688,,7.6728057861328125,
52,12.378265380859375,,7.5603866577148438,
52.100000000000001,12.495796203613281,,8.0100631713867188,
52.200000000000003,12.666976928710938,,8.3830947875976562,
52.299999999999997,12.613327026367188,,8.237457275390625,
52.399999999999999,12.334831237792969,,8.025390625,
52.5,12.288841247558594,,8.421417236328125,
52.600000000000001,13.047676086425781,,9.6861419677734375,
