Date/Time	Exhale Airflow [ml/s]	DeltaTime OPC [s]	Particle 1 [counts/l]	Particle 2 [counts/l]	Particle 3 [counts/l]	Particle 4 [counts/l]	Particle 5 [counts/l]	Particle 6 [counts/l]	Particle 7 [counts/l]	Particle 8 [counts/l]	Particle 9 [counts/l]	Particle 10 [counts/l]	Particle 11 [counts/l]	Particle 12 [counts/l]	Particle 13 [counts/l]	Particle 14 [counts/l]	Particle 15 [counts/l]	Particle 16 [counts/l]	Particle Sum [counts/l]	Accumulated mass [ng]	Accumulated volume [l]	Exhale Counter [n]	Event Counter [n]	Internal Temperature [°C]	Internal Humidity [%]	Temperature too low [n]	Temperature too high [n]	Circuit Flow [ml/s]	Temperature Impactor [°C]	Temperature Reservoir [°C]	Inhale Airflow [ml/s]	Inhale Exhale Airflow [ml/s]	Volume ml]
2026-09-03 15:29:48.17	-0.759200																						0					250.584549			-0.000075	-0.759200	5996.539038
2026-09-03 15:29:48.18	-0.759200																						0					250.606689			-0.000075	-0.759200	5996.546630
2026-09-03 15:29:48.19	0.652562																						0					250.589783			-0.000075	0.652562	5996.551869
2026-09-03 15:29:48.20	0.652562																						0					250.572861			-0.000075	0.652562	5996.547696
2026-09-03 15:29:48.21	0.652562																						0					250.694901			-0.000075	0.652562	5996.541170
2026-09-03 15:29:48.22	0.652562																						0					250.816925			-0.002681	0.652562	5996.534645
2026-09-03 15:29:48.23	0.015697																						0					250.797394			-0.002681	0.015697	5996.529181
2026-09-03 15:29:48.24	0.015697																						0					250.777863			-0.002681	0.015697	5996.527962
2026-09-03 15:29:48.25	0.015697																						0					250.833160			-0.002681	0.015697	5996.527805
2026-09-03 15:29:48.26	0.015697																						0					250.888474			0.024434	0.015697	5996.527648
2026-09-03 15:29:48.27	0.171689																						0					251.102249			0.024434	0.171689	5996.527231
2026-09-03 15:29:48.28	0.171689																						0					251.316040			0.024434	0.171689	5996.525774
2026-09-03 15:29:48.29	0.171689																						0					250.990631			0.024434	0.171689	5996.524057
2026-09-03 15:29:48.30	0.171689																						0					250.665207			-0.001487	0.171689	5996.522341
2026-09-03 15:29:48.31	1.919817																						0					250.200851			-0.001487	1.919817	5996.517710
2026-09-03 15:29:48.32	1.919817																						0					249.736496			-0.001487	1.919817	5996.501426
2026-09-03 15:29:48.33	1.919817																						0					249.272141			-0.001487	1.919817	5996.482227
2026-09-03 15:29:48.34	1.919817																						0					249.139252			0.004669	1.919817	5996.463029
2026-09-03 15:29:48.35	1.919817																						0					248.931519			0.004669	1.919817	5996.443831
2026-09-03 15:29:48.36	-0.103303																						0					248.723801			0.004669	-0.103303	5996.428005
2026-09-03 15:29:48.37	-0.103303																						0					248.516068			0.004669	-0.103303	5996.425666
2026-09-03 15:29:48.38	-0.103303																						0					248.550568			-0.019509	-0.103303	5996.426699
2026-09-03 15:29:48.39	-0.103303																						0					249.124252			-0.019509	-0.103303	5996.427732
2026-09-03 15:29:48.40	0.593365																						0					249.697937			-0.019509	0.593365	5996.427604
2026-09-03 15:29:48.41	0.593365																						0					250.271622			-0.019509	0.593365	5996.422831
2026-09-03 15:29:48.42	0.593365																						0					250.688141			0.021615	0.593365	5996.416898
2026-09-03 15:29:48.43	0.593365																						0					251.104675			0.021615	0.593365	5996.410964
2026-09-03 15:29:48.44	-0.101533																						0					251.189728			0.021615	-0.101533	5996.406189
2026-09-03 15:29:48.45	-0.101533																						0					251.274780			0.021615	-0.101533	5996.406046
2026-09-03 15:29:48.46	-0.101533																						0					251.632660			0.000032	-0.101533	5996.407061
2026-09-03 15:29:48.47	-0.101533																						0					251.990540			0.000032	-0.101533	5996.408076
